split,image,nearest_train_image,cosine
val,scaled-dicom-4509.png,predict5_scaled-A0010_frame8.png,0.646997
val,scaled-dicom-4510.png,predict5_scaled-A0010_frame8.png,0.638353
val,scaled-dicom-4511.png,predict5_scaled-A0010_frame8.png,0.637826
val,scaled-dicom-4512.png,predict5_scaled-A0010_frame8.png,0.64036
val,scaled-dicom-4513.png,predict5_scaled-A0010_frame8.png,0.640364
val,scaled-dicom-4514.png,predict5_scaled-A0010_frame8.png,0.639888
val,scaled-dicom-4515.png,predict5_scaled-A0010_frame8.png,0.642136
val,scaled-dicom-4516.png,predict5_scaled-A0010_frame8.png,0.64199
val,scaled-dicom-4517.png,predict5_scaled-A0010_frame8.png,0.641673
val,scaled-dicom-4518.png,predict5_scaled-A0010_frame8.png,0.642838
val,scaled-dicom-4519.png,predict5_scaled-A0010_frame8.png,0.645209
val,scaled-dicom-4520.png,predict5_scaled-A0010_frame8.png,0.644852
val,scaled-dicom-4521.png,predict5_scaled-A0010_frame8.png,0.646341
val,scaled-dicom-4522.png,predict5_scaled-A0010_frame8.png,0.655197
val,scaled-dicom-4523.png,predict5_scaled-A0010_frame8.png,0.654683
val,scaled-dicom-4524.png,predict5_scaled-A0010_frame8.png,0.656528
val,scaled-dicom-4525.png,predict5_scaled-A0010_frame10.png,0.663809
val,scaled-dicom-4526.png,predict5_scaled-A0010_frame10.png,0.663347
val,scaled-dicom-4527.png,predict5_scaled-A0010_frame10.png,0.665426
val,scaled-dicom-4528.png,predict5_scaled-A0010_frame10.png,0.66698
val,scaled-dicom-4529.png,predict5_scaled-A0010_frame10.png,0.666736
val,scaled-dicom-4530.png,predict5_scaled-A0010_frame10.png,0.66946
val,scaled-dicom-4531.png,predict5_scaled-A0010_frame8.png,0.684044
val,scaled-dicom-4532.png,predict5_scaled-A0010_frame8.png,0.683977
val,scaled-dicom-4533.png,predict5_scaled-A0010_frame10.png,0.679039
val,scaled-dicom-4534.png,predict5_scaled-A0010_frame8.png,0.680957
val,scaled-dicom-4535.png,predict5_scaled-A0010_frame8.png,0.680935
val,scaled-dicom-4536.png,predict5_scaled-A0010_frame8.png,0.684831
val,scaled-dicom-4537.png,predict5_scaled-A0010_frame8.png,0.678138
val,scaled-dicom-4538.png,predict5_scaled-A0010_frame8.png,0.677953
val,scaled-dicom-4539.png,predict5_scaled-A0010_frame8.png,0.678673
val,scaled-dicom-4540.png,predict5_scaled-A0010_frame10.png,0.683715
val,scaled-dicom-4541.png,predict5_scaled-A0010_frame10.png,0.682671
val,scaled-dicom-4542.png,predict5_scaled-A0011_frame60.png,0.683194
val,scaled-dicom-4543.png,predict5_scaled-A0011_frame60.png,0.688502
val,scaled-dicom-4544.png,predict5_scaled-A0011_frame60.png,0.688631
val,scaled-dicom-4545.png,predict5_scaled-A0011_frame60.png,0.689633
val,scaled-dicom-4546.png,predict5_scaled-A0010_frame10.png,0.689741
val,scaled-dicom-4547.png,predict5_scaled-A0010_frame10.png,0.689555
val,scaled-dicom-4548.png,predict5_scaled-A0010_frame10.png,0.681557
val,scaled-dicom-4549.png,predict5_scaled-A0010_frame10.png,0.685545
val,scaled-dicom-4550.png,predict5_scaled-A0010_frame10.png,0.685432
val,scaled-dicom-4551.png,predict5_scaled-A0010_frame10.png,0.686146
val,scaled-dicom-4552.png,predict5_scaled-A0010_frame8.png,0.682163
val,scaled-dicom-4553.png,predict5_scaled-A0010_frame10.png,0.68402
val,scaled-dicom-4554.png,predict5_scaled-A0010_frame10.png,0.683655
val,scaled-dicom-4555.png,predict5_scaled-A0010_frame8.png,0.67641
val,scaled-dicom-4556.png,predict5_scaled-A0010_frame8.png,0.676001
val,scaled-dicom-4557.png,predict5_scaled-A0010_frame8.png,0.678923
val,scaled-dicom-4558.png,predict5_scaled-A0010_frame8.png,0.656322
val,scaled-dicom-4559.png,predict5_scaled-A0010_frame8.png,0.655773
val,scaled-dicom-4560.png,predict5_scaled-A0010_frame8.png,0.658191
val,scaled-dicom-4561.png,predict5_scaled-A0011_frame66.png,0.641009
val,scaled-dicom-4562.png,predict5_scaled-A0011_frame66.png,0.640951
val,scaled-dicom-4563.png,predict5_scaled-A0011_frame66.png,0.641485
val,scaled-dicom-4564.png,predict5_scaled-A0011_frame66.png,0.630022
val,scaled-dicom-4565.png,predict5_scaled-A0011_frame66.png,0.629985
val,scaled-dicom-4566.png,predict5_scaled-A0011_frame66.png,0.6291
val,scaled-dicom-4567.png,predict5_scaled-A0010_frame8.png,0.610865
val,scaled-dicom-4568.png,predict5_scaled-A0010_frame8.png,0.610521
val,scaled-dicom-4569.png,predict5_scaled-A0010_frame8.png,0.608303
val,scaled-dicom-4570.png,predict5_scaled-A0010_frame8.png,0.614983
val,scaled-dicom-4571.png,predict5_scaled-A0010_frame8.png,0.614616
val,scaled-dicom-4572.png,predict5_scaled-A0010_frame8.png,0.616613
val,scaled-dicom-4573.png,predict5_scaled-A0010_frame10.png,0.608024
val,scaled-dicom-4574.png,predict5_scaled-A0010_frame10.png,0.607682
val,scaled-dicom-4575.png,predict5_scaled-A0010_frame10.png,0.610388
val,scaled-dicom-4576.png,predict5_scaled-A0010_frame8.png,0.621995
val,scaled-dicom-4577.png,predict5_scaled-A0010_frame8.png,0.622542
val,scaled-dicom-4578.png,predict5_scaled-A0010_frame8.png,0.621639
val,scaled-dicom-4579.png,predict5_scaled-A0010_frame10.png,0.636431
val,scaled-dicom-4580.png,predict5_scaled-A0010_frame10.png,0.636025
val,scaled-dicom-4581.png,predict5_scaled-A0010_frame10.png,0.631833
val,scaled-dicom-4582.png,predict5_scaled-A0010_frame10.png,0.644935
val,scaled-dicom-4583.png,predict5_scaled-A0010_frame10.png,0.644468
val,scaled-dicom-4584.png,predict5_scaled-A0010_frame10.png,0.633678
val,scaled-dicom-4585.png,predict5_scaled-A0010_frame10.png,0.653774
val,scaled-dicom-4586.png,predict5_scaled-A0010_frame10.png,0.622526
val,scaled-dicom-4587.png,predict5_scaled-A0010_frame10.png,0.607158
val,scaled-dicom-4588.png,predict5_scaled-A0010_frame10.png,0.623327
val,scaled-dicom-4589.png,predict5_scaled-A0010_frame10.png,0.587762
val,scaled-dicom-4590.png,predict5_scaled-A0010_frame10.png,0.587465
val,scaled-dicom-4591.png,predict5_scaled-A0010_frame10.png,0.588158
val,scaled-dicom-4592.png,predict5_scaled-A0010_frame10.png,0.59726
val,scaled-dicom-4593.png,predict5_scaled-A0010_frame10.png,0.597099
val,scaled-dicom-4594.png,predict5_scaled-A0010_frame10.png,0.59753
val,scaled-dicom-4595.png,predict5_scaled-A0010_frame10.png,0.626766
val,scaled-dicom-4596.png,predict5_scaled-A0010_frame10.png,0.626787
val,scaled-dicom-4597.png,predict5_scaled-A0010_frame10.png,0.600611
val,scaled-dicom-4598.png,predict5_scaled-A0011_frame60.png,0.658717
val,scaled-dicom-4599.png,predict5_scaled-A0011_frame60.png,0.658943
val,scaled-dicom-4600.png,predict5_scaled-A0011_frame60.png,0.65824
val,scaled-dicom-4601.png,predict5_scaled-A0012_frame117.png,0.675447
val,scaled-dicom-4602.png,predict5_scaled-A0011_frame60.png,0.667058
val,scaled-dicom-4603.png,predict5_scaled-A0011_frame60.png,0.666672
val,scaled-dicom-4604.png,predict5_scaled-A0012_frame117.png,0.679255
val,scaled-dicom-4605.png,predict5_scaled-A0011_frame60.png,0.672597
val,scaled-dicom-4606.png,predict5_scaled-A0011_frame60.png,0.672314
val,scaled-dicom-4607.png,predict5_scaled-A0012_frame117.png,0.668884
val,scaled-dicom-4608.png,predict5_scaled-A0012_frame117.png,0.669285
val,scaled-dicom-4609.png,predict5_scaled-A0012_frame117.png,0.667909
val,scaled-dicom-4610.png,predict5_scaled-A0011_frame60.png,0.644564
val,scaled-dicom-4611.png,predict5_scaled-A0010_frame8.png,0.63426
val,scaled-dicom-4612.png,predict5_scaled-A0011_frame60.png,0.643746
val,scaled-dicom-4613.png,predict5_scaled-A0010_frame10.png,0.627622
val,scaled-dicom-4614.png,predict5_scaled-A0010_frame10.png,0.627425
val,scaled-dicom-4615.png,predict5_scaled-A0010_frame10.png,0.628193
val,scaled-dicom-4616.png,predict5_scaled-A0010_frame10.png,0.604235
val,scaled-dicom-4617.png,predict5_scaled-A0010_frame10.png,0.604025
val,scaled-dicom-4618.png,predict5_scaled-A0010_frame10.png,0.600014
val,scaled-dicom-4619.png,predict5_scaled-A0010_frame10.png,0.573744
val,scaled-dicom-4620.png,predict5_scaled-A0010_frame10.png,0.573444
val,scaled-dicom-4621.png,predict5_scaled-A0010_frame10.png,0.588851
val,scaled-dicom-4622.png,predict5_scaled-A0010_frame10.png,0.595828
val,scaled-dicom-4623.png,predict5_scaled-A0010_frame10.png,0.595629
val,scaled-dicom-4624.png,predict5_scaled-A0010_frame10.png,0.59667
val,scaled-dicom-4625.png,predict5_scaled-A0010_frame10.png,0.587242
val,scaled-dicom-4626.png,predict5_scaled-A0010_frame10.png,0.586989
val,scaled-dicom-4627.png,predict5_scaled-A0010_frame10.png,0.587927
val,scaled-dicom-4628.png,predict5_scaled-A0010_frame10.png,0.585697
val,scaled-dicom-4629.png,predict5_scaled-A0010_frame10.png,0.58564
val,scaled-dicom-4630.png,predict5_scaled-A0010_frame10.png,0.58638
val,scaled-dicom-4631.png,predict5_scaled-A0010_frame10.png,0.602592
val,scaled-dicom-4632.png,predict5_scaled-A0010_frame10.png,0.602505
val,scaled-dicom-4633.png,predict5_scaled-A0010_frame10.png,0.603075
val,scaled-dicom-4634.png,predict5_scaled-A0011_frame60.png,0.622029
val,scaled-dicom-4635.png,predict5_scaled-A0011_frame60.png,0.622285
val,scaled-dicom-4636.png,predict5_scaled-A0011_frame60.png,0.621602
val,scaled-dicom-4637.png,predict5_scaled-A0012_frame117.png,0.659029
val,scaled-dicom-4638.png,predict5_scaled-A0012_frame117.png,0.659354
val,scaled-dicom-4639.png,predict5_scaled-A0012_frame117.png,0.658538
val,scaled-dicom-4640.png,predict5_scaled-A0012_frame117.png,0.656216
val,scaled-dicom-4641.png,predict5_scaled-A0012_frame117.png,0.656494
val,scaled-dicom-4642.png,predict5_scaled-A0012_frame117.png,0.658804
val,scaled-dicom-4643.png,predict5_scaled-A0012_frame117.png,0.65326
val,scaled-dicom-4644.png,predict5_scaled-A0012_frame117.png,0.653582
val,scaled-dicom-4645.png,predict5_scaled-A0012_frame117.png,0.653006
val,scaled-dicom-4646.png,predict5_scaled-A0012_frame117.png,0.650267
val,scaled-dicom-4647.png,predict5_scaled-A0012_frame117.png,0.650597
val,scaled-dicom-4648.png,predict5_scaled-A0012_frame117.png,0.650424
val,scaled-dicom-4649.png,predict5_scaled-A0012_frame117.png,0.658886
val,scaled-dicom-4650.png,predict5_scaled-A0012_frame117.png,0.659138
val,scaled-dicom-4651.png,predict5_scaled-A0012_frame117.png,0.652814
val,scaled-dicom-4652.png,predict5_scaled-A0012_frame117.png,0.652298
val,scaled-dicom-4653.png,predict5_scaled-A0012_frame117.png,0.652597
val,scaled-dicom-4654.png,predict5_scaled-A0012_frame117.png,0.651335
val,scaled-dicom-4655.png,predict5_scaled-A0012_frame117.png,0.65726
val,scaled-dicom-4656.png,predict5_scaled-A0012_frame117.png,0.657437
val,scaled-dicom-4657.png,predict5_scaled-A0012_frame117.png,0.656611
val,scaled-dicom-4658.png,predict5_scaled-A0012_frame117.png,0.660429
val,scaled-dicom-4659.png,predict5_scaled-A0012_frame117.png,0.660557
val,scaled-dicom-4660.png,predict5_scaled-A0012_frame117.png,0.659803
val,scaled-dicom-4661.png,predict5_scaled-A0012_frame117.png,0.660148
val,scaled-dicom-4662.png,predict5_scaled-A0012_frame117.png,0.660435
val,scaled-dicom-4663.png,predict5_scaled-A0012_frame117.png,0.657753
val,scaled-dicom-4664.png,predict5_scaled-A0012_frame118.png,0.635439
val,scaled-dicom-4665.png,predict5_scaled-A0012_frame118.png,0.635759
val,scaled-dicom-4666.png,predict5_scaled-A0012_frame118.png,0.635176
val,scaled-dicom-4667.png,predict5_scaled-A0012_frame117.png,0.619689
val,scaled-dicom-4668.png,predict5_scaled-A0012_frame117.png,0.620191
val,scaled-dicom-4669.png,predict5_scaled-A0012_frame117.png,0.618975
val,scaled-dicom-4670.png,scaled-dicom-501.png,0.591242
val,scaled-dicom-4671.png,scaled-dicom-507.png,0.591803
val,scaled-dicom-4672.png,scaled-dicom-501.png,0.591922
val,scaled-dicom-4673.png,scaled-dicom-507.png,0.597086
val,scaled-dicom-4674.png,scaled-dicom-507.png,0.597051
val,scaled-dicom-4675.png,scaled-dicom-507.png,0.597897
val,scaled-dicom-4676.png,scaled-dicom-507.png,0.577146
val,scaled-dicom-4677.png,scaled-dicom-507.png,0.577201
val,scaled-dicom-4678.png,scaled-dicom-507.png,0.577242
val,scaled-dicom-4679.png,scaled-dicom-507.png,0.576775
val,scaled-dicom-4680.png,scaled-dicom-507.png,0.576861
val,scaled-dicom-4681.png,scaled-dicom-507.png,0.588779
val,scaled-dicom-4682.png,scaled-dicom-507.png,0.586872
val,scaled-dicom-4683.png,scaled-dicom-507.png,0.586891
val,scaled-dicom-4684.png,scaled-dicom-507.png,0.587349
val,scaled-dicom-4685.png,predict5_scaled-A0010_frame10.png,0.589716
val,scaled-dicom-4686.png,predict5_scaled-A0010_frame10.png,0.589564
val,scaled-dicom-4687.png,predict5_scaled-A0010_frame10.png,0.59046
val,scaled-dicom-4688.png,predict5_scaled-A0012_frame117.png,0.630793
val,scaled-dicom-4689.png,predict5_scaled-A0012_frame117.png,0.631147
val,scaled-dicom-4690.png,predict5_scaled-A0012_frame117.png,0.629828
val,scaled-dicom-4691.png,predict5_scaled-A0012_frame117.png,0.65462
val,scaled-dicom-4692.png,predict5_scaled-A0012_frame117.png,0.655099
val,scaled-dicom-4693.png,predict5_scaled-A0012_frame117.png,0.649166
val,scaled-dicom-4694.png,predict5_scaled-A0012_frame117.png,0.663706
val,scaled-dicom-4695.png,scaled-dicom-2744.png,0.753887
val,scaled-dicom-4696.png,scaled-dicom-2744.png,0.75328
val,scaled-dicom-4697.png,scaled-dicom-2744.png,0.756303
val,scaled-dicom-4698.png,scaled-dicom-2744.png,0.756395
val,scaled-dicom-4699.png,scaled-dicom-2744.png,0.755712
val,scaled-dicom-4700.png,scaled-dicom-2744.png,0.759623
val,scaled-dicom-4701.png,scaled-dicom-2744.png,0.7594
val,scaled-dicom-4702.png,scaled-dicom-2744.png,0.758815
val,scaled-dicom-4703.png,scaled-dicom-2744.png,0.757488
val,scaled-dicom-4704.png,scaled-dicom-2744.png,0.759446
val,scaled-dicom-4705.png,scaled-dicom-2744.png,0.758773
val,scaled-dicom-4706.png,scaled-dicom-2744.png,0.764918
val,scaled-dicom-4707.png,scaled-dicom-2744.png,0.758061
val,scaled-dicom-4708.png,scaled-dicom-2744.png,0.757384
val,scaled-dicom-4709.png,scaled-dicom-2744.png,0.765458
val,scaled-dicom-4710.png,scaled-dicom-2744.png,0.757019
val,scaled-dicom-4711.png,scaled-dicom-2744.png,0.751741
val,scaled-dicom-4712.png,scaled-dicom-2744.png,0.760044
val,scaled-dicom-4713.png,scaled-dicom-2744.png,0.752096
val,scaled-dicom-4714.png,scaled-dicom-2744.png,0.751231
val,scaled-dicom-4715.png,scaled-dicom-2744.png,0.759307
val,scaled-dicom-4716.png,scaled-dicom-2744.png,0.7531
val,scaled-dicom-4717.png,scaled-dicom-2744.png,0.744817
val,scaled-dicom-4718.png,scaled-dicom-2744.png,0.755457
val,scaled-dicom-4719.png,scaled-dicom-2744.png,0.745877
val,scaled-dicom-4720.png,scaled-dicom-2744.png,0.736046
val,scaled-dicom-4721.png,scaled-dicom-2744.png,0.755442
val,scaled-dicom-4722.png,scaled-dicom-2744.png,0.746811
val,scaled-dicom-4723.png,scaled-dicom-2744.png,0.746135
val,scaled-dicom-4724.png,scaled-dicom-2744.png,0.756901
val,scaled-dicom-4725.png,scaled-dicom-2744.png,0.750784
val,scaled-dicom-4726.png,scaled-dicom-2744.png,0.740872
val,scaled-dicom-4727.png,scaled-dicom-2744.png,0.760215
val,scaled-dicom-4728.png,scaled-dicom-2744.png,0.746125
val,scaled-dicom-4729.png,scaled-dicom-2744.png,0.757162
val,scaled-dicom-4730.png,scaled-dicom-2744.png,0.755537
val,scaled-dicom-4731.png,scaled-dicom-2744.png,0.752154
val,scaled-dicom-4732.png,scaled-dicom-2744.png,0.751477
val,scaled-dicom-4733.png,scaled-dicom-2744.png,0.749387
val,scaled-dicom-4734.png,scaled-dicom-2744.png,0.742006
val,scaled-dicom-4735.png,scaled-dicom-2744.png,0.753454
val,scaled-dicom-4736.png,scaled-dicom-2744.png,0.752297
val,scaled-dicom-4737.png,scaled-dicom-2744.png,0.750961
val,scaled-dicom-4738.png,scaled-dicom-2744.png,0.750266
val,scaled-dicom-4739.png,scaled-dicom-2744.png,0.750867
val,scaled-dicom-4740.png,scaled-dicom-2744.png,0.744975
val,scaled-dicom-4741.png,scaled-dicom-2744.png,0.744199
val,scaled-dicom-4742.png,scaled-dicom-2744.png,0.756056
val,scaled-dicom-4743.png,scaled-dicom-2744.png,0.750429
val,scaled-dicom-4744.png,scaled-dicom-2744.png,0.749704
val,scaled-dicom-4745.png,scaled-dicom-2744.png,0.760213
val,scaled-dicom-4746.png,scaled-dicom-2744.png,0.754438
val,scaled-dicom-4747.png,scaled-dicom-2744.png,0.753832
val,scaled-dicom-4748.png,scaled-dicom-2744.png,0.756406
val,scaled-dicom-4749.png,scaled-dicom-2744.png,0.756926
val,scaled-dicom-4750.png,scaled-dicom-2744.png,0.751561
val,scaled-dicom-4751.png,scaled-dicom-2744.png,0.759554
val,scaled-dicom-4752.png,scaled-dicom-2744.png,0.753667
val,scaled-dicom-4753.png,scaled-dicom-2744.png,0.752889
val,scaled-dicom-4754.png,scaled-dicom-2744.png,0.756168
val,scaled-dicom-4755.png,scaled-dicom-2744.png,0.755018
val,scaled-dicom-4756.png,scaled-dicom-2744.png,0.753963
val,scaled-dicom-4757.png,scaled-dicom-2744.png,0.757327
val,scaled-dicom-4758.png,scaled-dicom-2744.png,0.751233
val,scaled-dicom-4759.png,scaled-dicom-2744.png,0.750419
val,scaled-dicom-4760.png,scaled-dicom-2744.png,0.755495
val,scaled-dicom-4761.png,scaled-dicom-2744.png,0.748088
val,scaled-dicom-4762.png,scaled-dicom-2744.png,0.746925
val,scaled-dicom-4763.png,scaled-dicom-2744.png,0.750749
val,scaled-dicom-4764.png,scaled-dicom-2744.png,0.749272
val,scaled-dicom-4765.png,scaled-dicom-2744.png,0.748553
val,scaled-dicom-4766.png,scaled-dicom-2744.png,0.754077
val,scaled-dicom-4767.png,scaled-dicom-2744.png,0.747729
val,scaled-dicom-4768.png,scaled-dicom-2744.png,0.744266
val,scaled-dicom-4769.png,scaled-dicom-2744.png,0.750266
val,scaled-dicom-4770.png,scaled-dicom-2744.png,0.752998
val,scaled-dicom-4771.png,scaled-dicom-2744.png,0.751989
val,scaled-dicom-4772.png,scaled-dicom-2744.png,0.755571
val,scaled-dicom-4773.png,scaled-dicom-2743.png,0.744322
val,scaled-dicom-4774.png,scaled-dicom-2744.png,0.751271
val,scaled-dicom-4775.png,scaled-dicom-2745.png,0.747566
val,scaled-dicom-4776.png,scaled-dicom-2743.png,0.742191
val,scaled-dicom-4777.png,scaled-dicom-2743.png,0.741255
val,scaled-dicom-4778.png,scaled-dicom-2745.png,0.746336
val,scaled-dicom-4779.png,scaled-dicom-2745.png,0.743776
val,scaled-dicom-4780.png,scaled-dicom-2745.png,0.742829
val,scaled-dicom-4781.png,scaled-dicom-2744.png,0.755117
val,scaled-dicom-4782.png,scaled-dicom-2745.png,0.745773
val,scaled-dicom-4783.png,scaled-dicom-2743.png,0.744592
val,scaled-dicom-4784.png,scaled-dicom-2745.png,0.747841
val,scaled-dicom-4785.png,scaled-dicom-2744.png,0.755167
val,scaled-dicom-4786.png,scaled-dicom-2744.png,0.754333
val,scaled-dicom-4787.png,scaled-dicom-2745.png,0.750814
val,scaled-dicom-4788.png,scaled-dicom-2744.png,0.763403
val,scaled-dicom-4789.png,scaled-dicom-2744.png,0.761792
val,scaled-dicom-4790.png,scaled-dicom-2744.png,0.766067
val,scaled-dicom-4791.png,scaled-dicom-2743.png,0.750382
val,scaled-dicom-4792.png,scaled-dicom-2743.png,0.749562
val,scaled-dicom-4793.png,scaled-dicom-2743.png,0.753731
val,scaled-dicom-4794.png,scaled-dicom-2744.png,0.731797
val,scaled-dicom-4795.png,scaled-dicom-2744.png,0.730927
val,scaled-dicom-4796.png,scaled-dicom-2744.png,0.734279
val,scaled-dicom-4797.png,scaled-dicom-2744.png,0.724894
val,scaled-dicom-4798.png,scaled-dicom-2744.png,0.723783
val,scaled-dicom-4799.png,scaled-dicom-2743.png,0.72253
val,scaled-dicom-4800.png,scaled-dicom-2744.png,0.721468
val,scaled-dicom-4801.png,scaled-dicom-2744.png,0.727732
val,scaled-dicom-4802.png,scaled-dicom-2743.png,0.721977
val,scaled-dicom-4803.png,scaled-dicom-2744.png,0.724771
val,scaled-dicom-5240.png,scaled-dicom-3280.png,0.346478
val,scaled-dicom-5241.png,scaled-dicom-3280.png,0.344258
val,scaled-dicom-5242.png,scaled-dicom-3280.png,0.351277
val,scaled-dicom-5243.png,scaled-dicom-3271.png,0.356254
val,scaled-dicom-5244.png,scaled-dicom-3271.png,0.354971
val,scaled-dicom-5245.png,scaled-dicom-3271.png,0.360287
val,scaled-dicom-5246.png,scaled-dicom-3280.png,0.330284
val,scaled-dicom-5247.png,scaled-dicom-3280.png,0.32866
val,scaled-dicom-5248.png,scaled-dicom-3280.png,0.343996
val,scaled-dicom-5249.png,scaled-dicom-3243.png,0.323855
val,scaled-dicom-5250.png,scaled-dicom-3243.png,0.322501
val,scaled-dicom-5251.png,scaled-dicom-3243.png,0.328758
val,scaled-dicom-5252.png,scaled-dicom-3334.png,0.351204
val,scaled-dicom-5253.png,scaled-dicom-3334.png,0.349956
val,scaled-dicom-5254.png,scaled-dicom-3271.png,0.332728
val,scaled-dicom-5255.png,scaled-dicom-3243.png,0.314791
val,scaled-dicom-5256.png,scaled-dicom-3243.png,0.313487
val,scaled-dicom-5257.png,scaled-dicom-3243.png,0.328095
val,scaled-dicom-5258.png,scaled-dicom-3243.png,0.312983
val,scaled-dicom-5259.png,scaled-dicom-3243.png,0.311668
val,scaled-dicom-5260.png,scaled-dicom-3280.png,0.328618
val,scaled-dicom-5261.png,scaled-dicom-3243.png,0.314554
val,scaled-dicom-5262.png,scaled-dicom-3243.png,0.313068
val,scaled-dicom-5263.png,scaled-dicom-3243.png,0.319704
val,scaled-dicom-5264.png,scaled-dicom-3280.png,0.31116
val,scaled-dicom-5265.png,scaled-dicom-3280.png,0.328338
val,scaled-dicom-5266.png,scaled-dicom-3280.png,0.316786
val,scaled-dicom-5267.png,scaled-dicom-3280.png,0.322757
val,scaled-dicom-5268.png,scaled-dicom-3280.png,0.321088
val,scaled-dicom-5269.png,scaled-dicom-3280.png,0.319971
val,scaled-dicom-5270.png,scaled-dicom-3280.png,0.323944
val,scaled-dicom-5271.png,scaled-dicom-3280.png,0.323752
val,scaled-dicom-5272.png,scaled-dicom-3280.png,0.333951
val,scaled-dicom-5273.png,scaled-dicom-3280.png,0.333089
val,scaled-dicom-5274.png,scaled-dicom-3280.png,0.331624
val,scaled-dicom-5275.png,predict9_scaled-A0003_frame57.png,0.301373
val,scaled-dicom-5276.png,scaled-dicom-3280.png,0.314226
val,scaled-dicom-5277.png,scaled-dicom-3280.png,0.311659
val,scaled-dicom-5278.png,scaled-dicom-3243.png,0.310907
val,scaled-dicom-5279.png,scaled-dicom-3213.png,0.304094
val,scaled-dicom-5280.png,scaled-dicom-3213.png,0.302675
val,scaled-dicom-5281.png,scaled-dicom-2732.png,0.302087
val,scaled-dicom-5282.png,predict9_scaled-A0003_frame57.png,0.298086
val,scaled-dicom-5283.png,predict9_scaled-A0003_frame57.png,0.298326
val,scaled-dicom-5284.png,scaled-dicom-3204.png,0.303627
val,scaled-dicom-5285.png,predict9_scaled-A0002_frame56.png,0.300452
val,scaled-dicom-5286.png,predict9_scaled-A0002_frame56.png,0.300967
val,scaled-dicom-5287.png,scaled-dicom-3204.png,0.302971
val,scaled-dicom-5288.png,scaled-dicom-3213.png,0.309329
val,scaled-dicom-5289.png,scaled-dicom-3213.png,0.30774
val,scaled-dicom-5290.png,scaled-dicom-3213.png,0.315198
val,scaled-dicom-5291.png,scaled-dicom-3213.png,0.318214
val,scaled-dicom-5292.png,scaled-dicom-3213.png,0.316304
val,scaled-dicom-5293.png,scaled-dicom-3280.png,0.348959
val,scaled-dicom-5294.png,scaled-dicom-3280.png,0.339046
val,scaled-dicom-5295.png,scaled-dicom-3280.png,0.337501
val,scaled-dicom-5296.png,scaled-dicom-3280.png,0.347067
val,scaled-dicom-5297.png,scaled-dicom-3159.png,0.326593
val,scaled-dicom-5298.png,scaled-dicom-3159.png,0.324549
val,scaled-dicom-5299.png,scaled-dicom-3280.png,0.351381
val,scaled-dicom-5300.png,scaled-dicom-3159.png,0.327636
val,scaled-dicom-5301.png,scaled-dicom-3159.png,0.325426
val,scaled-dicom-5302.png,scaled-dicom-3159.png,0.330195
val,scaled-dicom-5303.png,scaled-dicom-3159.png,0.325102
val,scaled-dicom-5304.png,scaled-dicom-3159.png,0.323258
val,scaled-dicom-5305.png,scaled-dicom-3159.png,0.327045
val,scaled-dicom-5306.png,scaled-dicom-3159.png,0.317091
val,scaled-dicom-5307.png,scaled-dicom-3159.png,0.315254
val,scaled-dicom-5308.png,scaled-dicom-3204.png,0.315791
val,scaled-dicom-5309.png,scaled-dicom-3280.png,0.341704
val,scaled-dicom-5310.png,scaled-dicom-3280.png,0.339963
val,scaled-dicom-5311.png,scaled-dicom-2732.png,0.319612
val,scaled-dicom-5312.png,predict9_scaled-A0003_frame57.png,0.324156
val,scaled-dicom-5313.png,predict9_scaled-A0003_frame57.png,0.324295
val,scaled-dicom-5314.png,predict9_scaled-A0003_frame57.png,0.33534
val,scaled-dicom-5315.png,scaled-dicom-3159.png,0.350494
val,scaled-dicom-5316.png,scaled-dicom-3159.png,0.348867
val,scaled-dicom-5317.png,scaled-dicom-3159.png,0.357277
val,scaled-dicom-5318.png,scaled-dicom-3165.png,0.373333
val,scaled-dicom-5319.png,scaled-dicom-3165.png,0.371738
val,scaled-dicom-5320.png,scaled-dicom-3165.png,0.380208
val,scaled-dicom-5321.png,scaled-dicom-3170.png,0.35843
val,scaled-dicom-5322.png,scaled-dicom-3170.png,0.357044
val,scaled-dicom-5323.png,scaled-dicom-3165.png,0.364738
val,scaled-dicom-5324.png,scaled-dicom-3165.png,0.351692
val,scaled-dicom-5325.png,scaled-dicom-3165.png,0.350027
val,scaled-dicom-5326.png,scaled-dicom-3165.png,0.358294
val,scaled-dicom-5327.png,scaled-dicom-3165.png,0.346888
val,scaled-dicom-5328.png,scaled-dicom-3165.png,0.350201
val,scaled-dicom-5329.png,scaled-dicom-3165.png,0.352739
val,scaled-dicom-5330.png,scaled-dicom-3165.png,0.327535
val,scaled-dicom-5331.png,scaled-dicom-3165.png,0.32467
val,scaled-dicom-5332.png,scaled-dicom-3165.png,0.340451
val,scaled-dicom-5333.png,scaled-dicom-3280.png,0.348352
val,scaled-dicom-5334.png,scaled-dicom-3280.png,0.345155
val,scaled-dicom-5335.png,scaled-dicom-3280.png,0.355758
val,scaled-dicom-5336.png,scaled-dicom-3280.png,0.325872
val,scaled-dicom-5337.png,scaled-dicom-3280.png,0.322659
val,scaled-dicom-5338.png,scaled-dicom-3280.png,0.329875
val,scaled-dicom-5339.png,scaled-dicom-3280.png,0.304695
val,scaled-dicom-5340.png,scaled-dicom-3280.png,0.304962
val,scaled-dicom-5341.png,scaled-dicom-3280.png,0.320112
