candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.5281/zenodo.20468530,datacite,Dataset for DentScanNet,10.5281/zenodo.20468530,https://zenodo.org/doi/10.5281/zenodo.20468530,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,-6,none,False,True
10.5281/zenodo.20468531,datacite,Dataset for DentScanNet,10.5281/zenodo.20468531,https://zenodo.org/doi/10.5281/zenodo.20468531,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,-6,none,False,True
10.5281/zenodo.19914472,datacite,ThighUSSegmentation nnU-Net model,10.5281/zenodo.19914472,https://zenodo.org/doi/10.5281/zenodo.19914472,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,-6,none,False,True
10.5281/zenodo.19914473,datacite,ThighUSSegmentation nnU-Net model,10.5281/zenodo.19914473,https://zenodo.org/doi/10.5281/zenodo.19914473,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,-6,none,False,True
10.6084/m9.figshare.c.7015945,openaire,Convolutional neural network for brachial plexus segmentation at the interscalene level,10.6084/m9.figshare.c.7015945,,,2024,,,,,,ultrasound needle segmentation,-6,none,False,True
openaire:Prospective Randomized Trial Comparing Navigation With Xperguide vs. Conventional Methods During Percutaneous I,openaire,Prospective Randomized Trial Comparing Navigation With Xperguide vs. Conventional Methods During Percutaneous Image Guided Procedures,,,,2011,,,,,,needle tip tracking ultrasound,-6,none,False,True
10.57702/5hx89nju,openaire,ONSD dataset,10.57702/5hx89nju,,,2024,,,,,,nerve ultrasound dataset,-6,none,False,True
10.57702/tff0d56l,openaire,Wrist US bony region segmentation dataset,10.57702/tff0d56l,,,2024,,,,,,ultrasound segmentation dataset,-6,none,False,True
10.57702/g32pjgef,openaire,Kaggle US simulation &amp; segmentation dataset,10.57702/g32pjgef,,,2024,,,,,,ultrasound segmentation dataset,-6,none,False,True
10.57702/a383ghir,openaire,Brain Anatomy Segmentation from US images,10.57702/a383ghir,,,2024,,,,,,ultrasound segmentation dataset,-6,none,False,True
10.57702/uqamdwye,openaire,IVUS dataset,10.57702/uqamdwye,,,2024,,,,,,ultrasound segmentation dataset,-6,none,False,True
10.17632/vckdnhtw26.1,openaire,BUSC Dataset,10.17632/vckdnhtw26.1,,,2023,,,,,,ultrasound segmentation dataset,-6,none,False,True
10.5281/zenodo.6478212,zenodo,NanoString dataset for study: Impairment of cancer-associated fibroblasts promotes CD8+ T cell infiltration and enhances sensitivity to immune checkpoint blockade,10.5281/zenodo.6478212,https://zenodo.org/records/6478212,,2022,cc-by-4.0,open,2,73987,dataset,breast ultrasound,-6,none,False,True
10.5281/zenodo.10494781,zenodo,Enhancer evolution across species and cancer,10.5281/zenodo.10494781,https://zenodo.org/records/10494781,,2024,cc-by-4.0,open,18,24048346,dataset,cardiac ultrasound,-6,none,False,True
10.5061/dryad.m905qfv38,zenodo,Patch-clamp dataset (SyncroPatch384PE) for control variants used in a calibrated functional patch clamp assay to enhance clinical variant interpretation in KCNH2-related long QT syndrome,10.5061/dryad.m905qfv38,https://zenodo.org/records/6471552,,2022,cc-zero,open,4,39171339866,dataset,cardiac ultrasound,-6,none,False,True
10.5281/zenodo.4537104,zenodo,"Dataset from Garatti A, D'Ovidio M, Saitto G, Daprati A, Canziani A, Mossuto E, D'Oria V, Scarpanti M, De Vincentiis C, Parolari A, Menicanti L. Coronary artery bypass grafting in patients with concomitant solid tumours:",10.5281/zenodo.4537104,https://zenodo.org/records/4537104,,2021,,restricted,0,0,dataset,cardiac ultrasound,-6,none,False,True
10.5281/zenodo.19247958,zenodo,RELATIONSHIP BETWEEN PLACENTAL LOCATION AND THE DEVELOPMENT OF MACROSOMIA,10.5281/zenodo.19247958,https://zenodo.org/records/19247958,,2026,cc-by-4.0,open,1,195496,dataset,fetal ultrasound,-6,none,False,True
10.5281/zenodo.14810140,zenodo,"KCCR-KATH Ecncephalitis Study: Clinical, Laboratory, and Epidemiological Data from a Tertiary Hospital in Ghana",10.5281/zenodo.14810140,https://zenodo.org/records/14810140,,2025,cc-by-4.0,open,1,24384,dataset,lumbar puncture ultrasound,-6,none,False,True
10.5281/zenodo.14179430,zenodo,The clinical-stage drug BTZ-043 accumulates in murine tuberculosis lesions and efficiently acts against Mycobacterium tuberculosis,10.5281/zenodo.14179430,https://zenodo.org/records/14179430,,2025,cc-by-4.0,restricted,0,0,dataset,lung ultrasound,-6,none,False,True
10.5281/zenodo.21304790,zenodo,Source data for Exercise is associated with attenuated aging related osteoporosis through TMAO alpha Klotho inflammasome signaling,10.5281/zenodo.21304790,https://zenodo.org/records/21304790,,2026,cc-by-4.0,open,1,110083,dataset,musculoskeletal ultrasound,-6,none,False,True
10.5281/zenodo.3872040,zenodo,Knee cartilage segmentation literature - For Hunter Viz 2020,10.5281/zenodo.3872040,https://zenodo.org/records/3872040,,2020,cc-by-nc-sa-4.0,open,1,10090,dataset,musculoskeletal ultrasound,-6,none,False,True
10.5281/zenodo.7906858,zenodo,Detecting small changes in tropical forests from space... data and code for thesis chapter 4,10.5281/zenodo.7906858,https://zenodo.org/records/7906858,,2023,cc-by-4.0,open,5,4146622420,dataset,robotic ultrasound spine,-6,none,False,True
10.5281/zenodo.21232271,zenodo,QALQONSIMON BEZ TUGUNLARIDA MALIGNIZATSIYA XAVFINI BAHOLASHDA ACR TI-RADS VA BETHESDA KLASSIFIKATSIYALARINING DIAGNOSTIK AHAMIYATI,10.5281/zenodo.21232271,https://zenodo.org/records/21232271,,2026,cc-by-4.0,open,1,124533,dataset,thyroid ultrasound,-6,none,False,True
10.5281/zenodo.5559804,zenodo,pelvic bone tumour dataset,10.5281/zenodo.5559804,https://zenodo.org/records/5559804,,2021,cc-by-4.0,open,1,29525497,dataset,ultrasound bone segmentation,-6,none,False,True
10.5281/zenodo.7558211,zenodo,Bone Metal 3D Segmentation,10.5281/zenodo.7558211,https://zenodo.org/records/7558211,,2023,cc-by-4.0,open,1,1008935968,dataset,ultrasound bone segmentation,-6,none,False,True
10.5281/zenodo.7415591,zenodo,Masks for hands in X-Ray images,10.5281/zenodo.7415591,https://zenodo.org/records/7415591,,2022,,restricted,0,0,dataset,ultrasound bone segmentation,-6,none,False,True
10.5281/zenodo.3144732,zenodo,Megakaryocyte volume modulates bone marrow niche properties and cell migration dynamics,10.5281/zenodo.3144732,https://zenodo.org/records/3144732,,2019,cc-by-4.0,open,4,5408349910,dataset,ultrasound bone segmentation,-6,none,False,True
10.5281/zenodo.7611677,zenodo,Hand mask for the RSNA bone age dataset,10.5281/zenodo.7611677,https://zenodo.org/records/7611677,,2023,cc-by-4.0,open,1,306332153,dataset,ultrasound bone segmentation,-6,none,False,True
10.5281/zenodo.7061831,zenodo,Multimodal Dataset of 3D point clouds and CT-volumes,10.5281/zenodo.7061831,https://zenodo.org/records/7061831,,2022,cc-by-4.0,open,3,22660985664,dataset,ultrasound CT registration spine,-6,none,False,True
10.5281/zenodo.8275793,zenodo,"Dataset with results of ""Joint 2D to 3D image registration workflow for comparing multiple slice photographs and CT scans of apple fruit with internal disorders""",10.5281/zenodo.8275793,https://zenodo.org/records/8275793,,2023,,open,6,24974401695,dataset,ultrasound CT registration spine,-6,none,False,True
10.5281/zenodo.17094810,zenodo,All Countries' Dataset,10.5281/zenodo.17094810,https://zenodo.org/records/17094810,,2025,cc-by-4.0,restricted,0,0,dataset,ultrasound dataset,-6,none,False,True
10.5281/zenodo.7820168,zenodo,Dataset of code metrics - Extension,10.5281/zenodo.7820168,https://zenodo.org/records/7820168,,2023,cc-by-4.0,open,2,1235086043,dataset,ultrasound dataset,-6,none,False,True
10.5281/zenodo.11373251,zenodo,Dataset,10.5281/zenodo.11373251,https://zenodo.org/records/11373251,,2024,cc-by-4.0,restricted,0,0,dataset,ultrasound dataset,-6,none,False,True
10.5281/zenodo.15924508,zenodo,MSD Spleen Dataset,10.5281/zenodo.15924508,https://zenodo.org/records/15924508,,2025,cc-by-4.0,open,1,1610352640,dataset,ultrasound needle segmentation,-6,none,False,True
10.57760/sciencedb.0127v,datacite,Efficacy and Mechanism of Moxibustion Combined with Conventional Rehabilitation Therapy for Postpartum Pelvic Girdle Pain with Kidney-Yang Deficiency Syndrome and Insufficient Core Stability,10.57760/sciencedb.0127v,https://www.scidb.cn/detail?dataSetId=c60bb972836e497c94f771cec3b0c7e4,Science Data Bank,2026,,,,,,lumbar spine ultrasound,-7,T4,False,False
10.6084/m9.figshare.7420343.v1,datacite,Percutaneous laser ablation of benign thyroid nodules: a one year follow-up study,10.6084/m9.figshare.7420343.v1,https://scielo.figshare.com/articles/Percutaneous_laser_ablation_of_benign_thyroid_nodules_a_one_year_follow-up_study/7420343/1,SciELO journals,2018,cc-by-4.0,,,,,spinal anesthesia ultrasound,-7,T4,False,False
10.6084/m9.figshare.7420343,datacite,Percutaneous laser ablation of benign thyroid nodules: a one year follow-up study,10.6084/m9.figshare.7420343,https://scielo.figshare.com/articles/Percutaneous_laser_ablation_of_benign_thyroid_nodules_a_one_year_follow-up_study/7420343,SciELO journals,2018,cc-by-4.0,,,,,spinal anesthesia ultrasound,-7,T4,False,False
10.6084/m9.figshare.5241637.v1,datacite,Erratum: Fetal Endoscopic Tracheal Intubation: A New Fetoscopic Procedure to Ensure Extrauterine Tracheal Permeability in a Case with Congenital Cervical Teratoma,10.6084/m9.figshare.5241637.v1,https://karger.figshare.com/articles/dataset/Erratum_Fetal_Endoscopic_Tracheal_Intubation_A_New_Fetoscopic_Procedure_to_Ensure_Extrauterine_Tracheal_Permeability_in_a_Case_with_Congenital_Cervical_Teratoma/5241637/1,Karger Publishers,2017,cc-by-4.0,,,,,epidural ultrasound,-7,T4,False,False
10.6084/m9.figshare.5241637,datacite,Erratum: Fetal Endoscopic Tracheal Intubation: A New Fetoscopic Procedure to Ensure Extrauterine Tracheal Permeability in a Case with Congenital Cervical Teratoma,10.6084/m9.figshare.5241637,https://karger.figshare.com/articles/dataset/Erratum_Fetal_Endoscopic_Tracheal_Intubation_A_New_Fetoscopic_Procedure_to_Ensure_Extrauterine_Tracheal_Permeability_in_a_Case_with_Congenital_Cervical_Teratoma/5241637,Karger Publishers,2017,cc-by-4.0,,,,,epidural ultrasound,-7,T4,False,False
10.6084/m9.figshare.28267919.v1,datacite,Supplementary Material for: Bilateral Paraneoplastic Optic Neuropathy as the First Presentation of Pre-Clinical Small Cell Lung Cancer: Case Report,10.6084/m9.figshare.28267919.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Bilateral_Paraneoplastic_Optic_Neuropathy_as_the_First_Presentation_of_Pre-Clinical_Small_Cell_Lung_Cancer_Case_Report/28267919/1,Karger Publishers,2025,cc-by-4.0,,,,,lumbar puncture ultrasound,-7,T4,False,False
10.6084/m9.figshare.28267919,datacite,Supplementary Material for: Bilateral Paraneoplastic Optic Neuropathy as the First Presentation of Pre-Clinical Small Cell Lung Cancer: Case Report,10.6084/m9.figshare.28267919,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Bilateral_Paraneoplastic_Optic_Neuropathy_as_the_First_Presentation_of_Pre-Clinical_Small_Cell_Lung_Cancer_Case_Report/28267919,Karger Publishers,2025,cc-by-4.0,,,,,lumbar puncture ultrasound,-7,T4,False,False
10.57903/uj/s18l27,datacite,Calcitriol and hyperthermia potentiate gemcitabine efficacy – A Multifactorial Preclinical Evaluation in Pancreatic and Breast Cancer - replication data,10.57903/uj/s18l27,https://uj.rodbuk.pl/citation?persistentId=doi:10.57903/UJ/S18L27,Jagiellonian University in Kraków,2025,cc0-1.0,,,,,breast ultrasound dataset,-7,T4,False,False
10.34973/8wga-hd28,datacite,Evaluation of diagnostic imaging in women with focal breast complaints,10.34973/8wga-hd28,https://data.ru.nl/collections/ru/rumc/bust_t0000812a_dac_998,Radboud University,2026,,,,,,breast ultrasound dataset,-7,T4,False,False
10.34973/850y-sc35,datacite,Evaluation of diagnostic imaging in women with focal breast complaints,10.34973/850y-sc35,https://data.ru.nl/collections/ru/rumc/bust_t0000812a_dsc_821,Radboud University,2026,cc0-1.0,,,,,breast ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.30535406.v1,datacite,Elastography enhances diagnostic accuracy of ACR TI-RADS in thyroid noduleevaluation,10.6084/m9.figshare.30535406.v1,https://figshare.com/articles/dataset/Elastography_enhances_diagnostic_accuracy_of_ACR_TI-RADS_in_thyroid_noduleevaluation/30535406/1,figshare,2025,cc-by-4.0,,,,,thyroid ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.30535406,datacite,Elastography enhances diagnostic accuracy of ACR TI-RADS in thyroid noduleevaluation,10.6084/m9.figshare.30535406,https://figshare.com/articles/dataset/Elastography_enhances_diagnostic_accuracy_of_ACR_TI-RADS_in_thyroid_noduleevaluation/30535406,figshare,2025,cc-by-4.0,,,,,thyroid ultrasound dataset,-7,T4,False,False
10.5281/zenodo.15762592,datacite,Intrathyroidal Parathyroid Adenomas: Diagnostic Challenges and a Novel Radionuclide-Guided Thyroid-Sparing Surgical Approach,10.5281/zenodo.15762592,https://zenodo.org/doi/10.5281/zenodo.15762592,Zenodo,2025,cc-by-4.0,,,,,thyroid ultrasound dataset,-7,T4,False,False
10.5281/zenodo.15762593,datacite,Intrathyroidal Parathyroid Adenomas: Diagnostic Challenges and a Novel Radionuclide-Guided Thyroid-Sparing Surgical Approach,10.5281/zenodo.15762593,https://zenodo.org/doi/10.5281/zenodo.15762593,Zenodo,2025,cc-by-4.0,,,,,thyroid ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.33028670.v1,datacite,Fetal growth parameters in Hainan Province,10.6084/m9.figshare.33028670.v1,https://figshare.com/articles/dataset/Fetal_growth_parameters_in_Hainan_Province/33028670/1,figshare,2026,cc-by-4.0,,,,,fetal ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.33028670,datacite,Fetal growth parameters in Hainan Province,10.6084/m9.figshare.33028670,https://figshare.com/articles/dataset/Fetal_growth_parameters_in_Hainan_Province/33028670,figshare,2026,cc-by-4.0,,,,,fetal ultrasound dataset,-7,T4,False,False
10.5061/dryad.ttdz08m7z,datacite,"Reshaping the landscape of locoregional treatments for breast cancer liver metastases: A novel, intratumoral, p21-targeted percutaneous therapy increases survival in BALB/c mice inoculated with 4T1 triple negative breast",10.5061/dryad.ttdz08m7z,https://datadryad.org/dataset/doi:10.5061/dryad.ttdz08m7z,Dryad,2025,cc0-1.0,,,,,fetal ultrasound dataset,-7,T4,False,False
10.7272/q6zg6qfc,datacite,Pregnancy outcomes in facility deliveries in Kenya and Uganda: A large cross-sectional analysis of maternity registers illuminating opportunities for mortality prevention,10.7272/q6zg6qfc,https://datadryad.org/dataset/doi:10.7272/Q6ZG6QFC,Dryad,2020,cc0-1.0,,,,,fetal ultrasound dataset,-7,T4,False,False
10.7910/dvn/n3q3k4,datacite,Fetal Survival and Neonatal Outcomes after Fetoscopic Laser Ablation in Twin-to-Twin Transfusion Syndrome (TTTS),10.7910/dvn/n3q3k4,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/N3Q3K4,Harvard Dataverse,2025,cc0-1.0,,,,,fetal ultrasound dataset,-7,T4,False,False
10.5683/sp3/pfpfif,datacite,Search for weightlessness and space travel on human cardiovascular health,10.5683/sp3/pfpfif,https://borealisdata.ca/citation?persistentId=doi:10.5683/SP3/PFPFIF,Borealis,2023,cc-by-4.0,,,,,cardiac ultrasound dataset,-7,T4,False,False
10.5061/dryad.tx95x6b8w,datacite,Pyruvate kinase splice variants in fibroblasts influence cardiac remodeling after myocardial infarction in male mice,10.5061/dryad.tx95x6b8w,https://datadryad.org/dataset/doi:10.5061/dryad.tx95x6b8w,Dryad,2026,cc0-1.0,,,,,cardiac ultrasound dataset,-7,T4,False,False
10.5061/dryad.ghx3ffc1p,datacite,Dietary nitrate and nitrite protect against doxorubicin-induced cardiac fibrosis and oxidative protein damage in tumor-bearing mice,10.5061/dryad.ghx3ffc1p,https://datadryad.org/dataset/doi:10.5061/dryad.ghx3ffc1p,Dryad,2026,cc0-1.0,,,,,cardiac ultrasound dataset,-7,T4,False,False
10.18742/rdm01-244,datacite,Regional Multi-view Learning for Cardiac Motion Analysis,10.18742/rdm01-244,https://kcl.figshare.com/articles/dataset/Regional_Multi-view_Learning_for_Cardiac_Motion_Analysis/16473744,King's College London,2017,,,,,,cardiac ultrasound dataset,-7,T4,False,False
10.5281/zenodo.21284792,datacite,"Map the direct mechanical and axonal transport pathways connecting intranasal administration or trigeminal nerve delivery to the clearance of TDP-43 aggregates in sporadic ALS, and the delivery of CRISPR-Cas/ASO gene the",10.5281/zenodo.21284792,https://zenodo.org/doi/10.5281/zenodo.21284792,Zenodo,2026,cc-by-4.0,,,,,lung ultrasound dataset,-7,T4,False,False
10.5281/zenodo.21284793,datacite,"Map the direct mechanical and axonal transport pathways connecting intranasal administration or trigeminal nerve delivery to the clearance of TDP-43 aggregates in sporadic ALS, and the delivery of CRISPR-Cas/ASO gene the",10.5281/zenodo.21284793,https://zenodo.org/doi/10.5281/zenodo.21284793,Zenodo,2026,cc-by-4.0,,,,,lung ultrasound dataset,-7,T4,False,False
10.5061/dryad.sbcc2frmh,datacite,Data from: Ultra-wideband radar to measure <em>in vivo</em> muscle forces,10.5061/dryad.sbcc2frmh,https://datadryad.org/dataset/doi:10.5061/dryad.sbcc2frmh,Dryad,2026,cc0-1.0,,,,,musculoskeletal ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.c.6230326,openaire,Both indirect maternal and direct fetal genetic effects reflect the observational relationship between higher birth weight and lower adult bone mass,10.6084/m9.figshare.c.6230326,,,2022,,,,,,lumbar spine ultrasound,-7,T4,False,False
10.6084/m9.figshare.c.8318957.v1,openaire,Sex-specific associations between carotid plaque and bone mineral density in patients with type 2 diabetes: a retrospective cross-sectional study,10.6084/m9.figshare.c.8318957.v1,,,2026,,,,,,lumbar spine ultrasound,-7,T4,False,False
openaire:The Effect of Dry Needling on Trunk Muscle Function in Low Back Pain Patients,openaire,The Effect of Dry Needling on Trunk Muscle Function in Low Back Pain Patients,,,,2014,,,,,,lumbar spine ultrasound,-7,T4,False,False
openaire:The Postoperative Analgesic Efficacy of Varied Concentrations of Ropivacaine Used for the Transverse Abdominis ,openaire,The Postoperative Analgesic Efficacy of Varied Concentrations of Ropivacaine Used for the Transverse Abdominis Plane (TAP) Block After Cesarean Delivery,,,,2010,,,,,,neuraxial ultrasound,-7,T4,False,False
openaire:Improving the Success Rate of Continuous Peripheral Nerve Blocks Using a Novel Coiled Catheter,openaire,Improving the Success Rate of Continuous Peripheral Nerve Blocks Using a Novel Coiled Catheter,,,,2011,,,,,,neuraxial ultrasound,-7,T4,False,False
openaire:Comparison Between Transversus Abdominis Plane Block and Wound Infiltration for Analgesia After Cesarean Delive,openaire,Comparison Between Transversus Abdominis Plane Block and Wound Infiltration for Analgesia After Cesarean Delivery,,,,2016,,,,,,spinal anesthesia ultrasound,-7,T4,False,False
10.5281/zenodo.15052298,openaire,Evaluation of fetal exposure to environmental noise using a computer-generated model: Data,10.5281/zenodo.15052298,,,2025,,,,,,3D ultrasound spine,-7,T4,False,False
openaire:A Phase II Study of MR-Guided High Dose Rate Brachytherapy Boosts For Prostate Cancer,openaire,A Phase II Study of MR-Guided High Dose Rate Brachytherapy Boosts For Prostate Cancer,,,,2002,,,,,,3D ultrasound spine,-7,T4,False,False
"openaire:Effects of Local Anaesthetic Infusion Rates on Nerve Block Duration. A Randomised, Blinded, Healthy Volunteer S",openaire,"Effects of Local Anaesthetic Infusion Rates on Nerve Block Duration. A Randomised, Blinded, Healthy Volunteer Study",,,,2016,,,,,,ultrasound guided needle insertion dataset,-7,T4,False,False
10.57702/lja8j2bk,openaire,BreastMNIST,10.57702/lja8j2bk,,,2024,,,,,,breast ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.28548758.v1,openaire,BreastSwinFedNetX,10.6084/m9.figshare.28548758.v1,,,2025,,,,,,breast ultrasound dataset,-7,T4,False,False
10.6084/m9.figshare.c.7127809,openaire,Combining radiomics with thyroid imaging reporting and data system to predict lateral cervical lymph node metastases in medullary thyroid cancer,10.6084/m9.figshare.c.7127809,,,2024,,,,,,thyroid ultrasound dataset,-7,T4,False,False
openaire:p53 constrains progression to anaplastic thyroid carcinoma in a Braf-mutant mouse model of papillary thyroid ca,openaire,p53 constrains progression to anaplastic thyroid carcinoma in a Braf-mutant mouse model of papillary thyroid cancer.,,,,2014,,,,,,thyroid ultrasound dataset,-7,T4,False,False
openaire:LC-MS/MS analysis of human thyroid cystic fluid and thyroid cancer cell secreted proteins,openaire,LC-MS/MS analysis of human thyroid cystic fluid and thyroid cancer cell secreted proteins,,,,2018,,,,,,thyroid ultrasound dataset,-7,T4,False,False
openaire:Prospective Evaluation of Fetal Intelligent Navigation Echocardiography (FINE)(5D) Versus Conventional 2D Echoc,openaire,Prospective Evaluation of Fetal Intelligent Navigation Echocardiography (FINE)(5D) Versus Conventional 2D Echocardiography in Comprehensive Fetal Cardiac Imaging in the Second Trimester of Pregnancy,,,,2016,,,,,,cardiac ultrasound dataset,-7,T4,False,False
10.5061/dryad.cvdncjt8n,zenodo,Data from: Evaporation induced acoustic emissions in microfluidic vessels,10.5061/dryad.cvdncjt8n,https://zenodo.org/records/8289468,,2023,cc-zero,open,2,10061227797,dataset,3D ultrasound spine,-7,T4,False,False
10.5061/dryad.6363669,zenodo,Data from: Modifiable patient-related barriers and their association with breast cancer detection practices among Ugandan women without a diagnosis of breast cancer,10.5061/dryad.6363669,https://zenodo.org/records/4997836,,2019,cc-zero,open,2,67837,dataset,breast ultrasound,-7,T4,False,False
10.5281/zenodo.18773610,zenodo,"MOLECULAR SUBTYPES, RISK FACTORS, DIAGNOSTIC APPROACHES, AND THERAPEUTIC STRATEGIES IN BREAST CANCER: A COMPREHENSIVE REVIEW WITH CLINICAL IMPLICATIONS",10.5281/zenodo.18773610,https://zenodo.org/records/18773610,,2026,cc-by-4.0,open,1,349136,dataset,breast ultrasound,-7,T4,False,False
10.5061/dryad.32765,zenodo,Data from: Location of triple-negative breast cancers: comparison with estrogen receptor-positive breast cancers on MR imaging,10.5061/dryad.32765,https://zenodo.org/records/4970654,,2015,cc-zero,open,1,167424,dataset,breast ultrasound,-7,T4,False,False
10.5281/zenodo.5776310,zenodo,Mutation and methylation data for study: Assessment of the molecular heterogeneity of E-cadherin expression in invasive lobular breast cancer,10.5281/zenodo.5776310,https://zenodo.org/records/5776310,,2021,cc-by-4.0,open,3,183779178,dataset,breast ultrasound,-7,T4,False,False
10.5061/dryad.612jm640k,zenodo,Co-expression of calcium and hERG potassium channels reduces the incidence of proarrhythmic events,10.5061/dryad.612jm640k,https://zenodo.org/records/4556272,,2021,cc-zero,open,7,507765588,dataset,cardiac ultrasound,-7,T4,False,False
10.5281/zenodo.18490727,zenodo,"CLASSIFICATION OF LABOR ABNORMALITIES (DYSTOCIA): CAUSES, CLINICAL FEATURES, MANAGEMENT TACTICS FOR VARIOUS TYPES, AND PHARMACODYNAMICS/PHARMACOKINETICS OF AGENTS USED IN LABOR MANAGEMENT",10.5281/zenodo.18490727,https://zenodo.org/records/18490727,,2026,cc-by-4.0,open,1,492536,dataset,epidural ultrasound,-7,T4,False,False
10.5281/zenodo.19247912,zenodo,FUNCTIONAL RELATIONSHIP BETWEEN PLACENTAL MASS AND FETAL WEIGHT IN MACROSOMIA,10.5281/zenodo.19247912,https://zenodo.org/records/19247912,,2026,cc-by-4.0,open,1,207771,dataset,fetal ultrasound,-7,T4,False,False
10.5281/zenodo.19247875,zenodo,FUNCTIONAL CHARACTERISTICS OF UTERO-PLACENTAL BLOOD FLOW IN MACROSOMIA,10.5281/zenodo.19247875,https://zenodo.org/records/19247875,,2026,cc-by-4.0,open,1,248152,dataset,fetal ultrasound,-7,T4,False,False
10.5281/zenodo.6378787,zenodo,Raw Data or the article: Physiopathology and Diagnosis of Congestive Heart Failure: Consolidated Certainties and New Perspectives,10.5281/zenodo.6378787,https://zenodo.org/records/6378787,,2022,cc-by-4.0,open,1,35322,dataset,lung ultrasound,-7,T4,False,False
10.5061/dryad.np5hqbzr0,zenodo,Data from: Tek/Tie2 is not required for cardiovascular development in zebrafish,10.5061/dryad.np5hqbzr0,https://zenodo.org/records/4086997,,2020,cc-zero,open,2,638165,dataset,lung ultrasound,-7,T4,False,False
10.5061/dryad.mt24h,zenodo,Data from: Correlation between either Cupriavidus or Porphyromonas and primary pulmonary tuberculosis found by analysing the microbiota in patients' bronchoalveolar lavage fluid,10.5061/dryad.mt24h,https://zenodo.org/records/4969610,,2015,cc-zero,open,88,16085133,dataset,lung ultrasound,-7,T4,False,False
10.5281/zenodo.18950306,zenodo,REHABILITATION OF JOINT DISLOCATIONS AND LIGAMENT INJURIES: PRINCIPLES OF PHYSIOTHERAPY AND RECOVERY STAGES,10.5281/zenodo.18950306,https://zenodo.org/records/18950306,,2026,cc-by-4.0,open,1,220838,dataset,musculoskeletal ultrasound,-7,T4,False,False
10.5281/zenodo.5589891,zenodo,"Supplementary tables in article entitled ""Global, regional, and national trends in disability adjusted life years of musculoskeletal disorders in different sexes and ages, 1990-2019""",10.5281/zenodo.5589891,https://zenodo.org/records/5589891,,2021,cc-by-4.0,open,1,1510175,dataset,musculoskeletal ultrasound,-7,T4,False,False
10.5281/zenodo.7782495,zenodo,Health-related quality of life and musculoskeletal pain in health sciences university students,10.5281/zenodo.7782495,https://zenodo.org/records/7782495,,2023,cc-by-4.0,open,2,154475,dataset,musculoskeletal ultrasound,-7,T4,False,False
10.5281/zenodo.21285615,zenodo,Extended data: Exclusion criteria and search strategies — Scoping review protocol: mHealth applications in the assessment of musculoskeletal pain in menopausal women,10.5281/zenodo.21285615,https://zenodo.org/records/21285615,,2026,cc-by-4.0,open,2,42095,dataset,musculoskeletal ultrasound,-7,T4,False,False
10.5281/zenodo.19590971,zenodo,NERVE INJURIES FOLLOWING MAXILLOFACIAL TRAUMA AND MODERN METHODS OF THEIR RECONSTRUCTION,10.5281/zenodo.19590971,https://zenodo.org/records/19590971,,2026,cc-by-4.0,open,1,237093,dataset,nerve ultrasound,-7,T4,False,False
10.5281/zenodo.22255281,zenodo,QALQONSIMON BEZ TUGUNLARINI ULTRATOVUSH ORQALI BAHOLASHDA TI-RADS KLASSIFIKATSIYASINING DIAGNOSTIK SAMARADORLIGI (ADABIYOTLAR SHARHI),10.5281/zenodo.22255281,https://zenodo.org/records/22255281,,2026,cc-by-4.0,open,1,173321,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.5840804,zenodo,"Prevalence and Characterization of Asymptomatic Thyroid Nodules in Assin North District, Ghana",10.5281/zenodo.5840804,https://zenodo.org/records/5840804,,2022,cc-by-4.0,open,1,56293,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.15551122,zenodo,Differentiated thyroid cancer in two European referral centres: impact of different diagnostic and therapeutic strategies,10.5281/zenodo.15551122,https://zenodo.org/records/15551122,,2025,,open,1,201015,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.18773694,zenodo,FUNCTIONAL ACTIVITY OF THE THYROID GLAND IN STRESS CONDITIONS,10.5281/zenodo.18773694,https://zenodo.org/records/18773694,,2026,cc-by-4.0,open,1,311369,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.18791624,zenodo,AUTOIMMUNE AND FUNCTIONAL DISORDERS OF THE THYROID GLAND: MODERN CLINICAL PERSPECTIVES,10.5281/zenodo.18791624,https://zenodo.org/records/18791624,,2026,cc-by-4.0,open,1,277307,dataset,thyroid ultrasound,-7,T4,False,False
