file_id,directory_label,filename,bytes,md5,content_type,restricted,storage_identifier,download_endpoint,local_status
226992,US/URS17,URS17_R2.zip,884224128,34a10ad85fa70eebd84d52a0847a3849,application/zip,False,s3://dataverse:193699b22e5-d15bb66ac88f,https://rdr.kuleuven.be/api/access/datafile/226992,NOT_DOWNLOADED
227397,US/URS17,URS17_R3.zip,692667108,2fcb6f18e24db8a17a845f760179e4fb,application/zip,False,s3://dataverse:193699dda75-faa64c1f7221,https://rdr.kuleuven.be/api/access/datafile/227397,NOT_DOWNLOADED
226769,CT/URS17,URS17stl.zip,19785657,67afebe7af5e4629e55f0a36ad5ee072,application/zip,False,s3://dataverse:1936945e36a-5840d77ea6e1,https://rdr.kuleuven.be/api/access/datafile/226769,NOT_DOWNLOADED
226782,CT/URS18,URS18_CT_raw.zip,387721660,eea4345d4ce073a438ad78457a223d02,application/zip,False,s3://dataverse:19369484f3a-f17c52fce242,https://rdr.kuleuven.be/api/access/datafile/226782,NOT_DOWNLOADED
227159,US/URS18,URS18_D1.zip,989186846,56419a29e92e3dfc154ae2316192b8a9,application/zip,False,s3://dataverse:19369ba9700-db9ac7a4dda8,https://rdr.kuleuven.be/api/access/datafile/227159,NOT_DOWNLOADED
227086,US/URS18,URS18_D2.zip,1080244955,1744c9a83e6012b455247f07fbe9fd34,application/zip,False,s3://dataverse:19369b2d1fa-7f673b2e5ca8,https://rdr.kuleuven.be/api/access/datafile/227086,NOT_DOWNLOADED
226888,US/URS18,URS18_D3.zip,1574827563,93a2dcdc454c03bbd72882989fd91460,application/zip,False,s3://dataverse:193698a0ab2-3dc73e5c9ca1,https://rdr.kuleuven.be/api/access/datafile/226888,NOT_DOWNLOADED
227115,US/URS18,URS18_H1.zip,591362367,c23e3d090a020e11cb03353551126e53,application/zip,False,s3://dataverse:193696e79a4-2a523aa29c8a,https://rdr.kuleuven.be/api/access/datafile/227115,NOT_DOWNLOADED
227415,US/URS18,URS18_H2.zip,942234690,359a99a9abc55b4a964d75b9a5134705,application/zip,False,s3://dataverse:19369aff7f7-3b7a7a9bc4d1,https://rdr.kuleuven.be/api/access/datafile/227415,NOT_DOWNLOADED
227154,US/URS18,URS18_H3.zip,844169979,043da87a4db9b67a13ecdd455f2150e5,application/zip,False,s3://dataverse:193695fe877-f0c51a46edb1,https://rdr.kuleuven.be/api/access/datafile/227154,NOT_DOWNLOADED
226934,US/URS18,URS18_R1.zip,786941429,a501d9625ce279942b6623d0e819cb83,application/zip,False,s3://dataverse:193698e6004-e644e330c1f3,https://rdr.kuleuven.be/api/access/datafile/226934,NOT_DOWNLOADED
227041,US/URS18,URS18_R2.zip,860495749,de3e40eda21630d05b16e38b1f8bee65,application/zip,False,s3://dataverse:19369ab1c91-f391ec5b720e,https://rdr.kuleuven.be/api/access/datafile/227041,NOT_DOWNLOADED
227025,US/URS18,URS18_R3.zip,829014961,b14da41145a4a251e817e668ed71805f,application/zip,False,s3://dataverse:1936951dc3f-5d0de8c9edae,https://rdr.kuleuven.be/api/access/datafile/227025,NOT_DOWNLOADED
226764,CT/URS18,URS18stl.zip,14942607,53b42e93ccd6c21d4b53e94d446aa6da,application/zip,False,s3://dataverse:193694474ba-fa6450b2f555,https://rdr.kuleuven.be/api/access/datafile/226764,NOT_DOWNLOADED
226720,CT/URS19,URS19_CT_raw.zip,416249414,e198f18fe2396a93f3da65450ef137b9,application/zip,False,s3://dataverse:193694647e5-0e5924b4f51a,https://rdr.kuleuven.be/api/access/datafile/226720,NOT_DOWNLOADED
227120,US/URS19,URS19_H1.zip,667923128,aafa3c1bb3d230a9f03e349d35dfa8d0,application/zip,False,s3://dataverse:193698cadc5-406537306a1f,https://rdr.kuleuven.be/api/access/datafile/227120,NOT_DOWNLOADED
226892,US/URS19,URS19_H2.zip,846591821,9d653cb703a4201f4ccf67a0a7dab2a3,application/zip,False,s3://dataverse:19369c8ca34-ea0f31d80260,https://rdr.kuleuven.be/api/access/datafile/226892,NOT_DOWNLOADED
227221,US/URS19,URS19_H3.zip,624824112,7e8d448e6a73992c9d33adf6ade7e6e5,application/zip,False,s3://dataverse:193697f00cc-417cc23b6a42,https://rdr.kuleuven.be/api/access/datafile/227221,NOT_DOWNLOADED
227360,US/URS19,URS19_R1.zip,1115417630,31534fbb886b6a9de66eb259d6bc4b06,application/zip,False,s3://dataverse:19369c3b175-e8eb0a4691b8,https://rdr.kuleuven.be/api/access/datafile/227360,NOT_DOWNLOADED
227109,US/URS19,URS19_R2.zip,1170418598,79673dd48fd8484f75351c00ff0c8c62,application/zip,False,s3://dataverse:19369c1f3fa-d4d89b606161,https://rdr.kuleuven.be/api/access/datafile/227109,NOT_DOWNLOADED
227016,US/URS19,URS19_R3.zip,1131204245,bb1f31e516bfcc5ce04b5952df07aff7,application/zip,False,s3://dataverse:193695d94ea-29ff0f40ee8f,https://rdr.kuleuven.be/api/access/datafile/227016,NOT_DOWNLOADED
226742,CT/URS19,URS19stl.zip,18583861,82455c08f79dfd52f9682b0448b4b3bb,application/zip,False,s3://dataverse:1936945259d-8caa9aa9be95,https://rdr.kuleuven.be/api/access/datafile/226742,NOT_DOWNLOADED
226758,CT/URS20,URS20_CT_raw.zip,367664669,2de2fac9caaaf8fca9f4089bd292598c,application/zip,False,s3://dataverse:193694262aa-267770b56f66,https://rdr.kuleuven.be/api/access/datafile/226758,NOT_DOWNLOADED
227151,US/URS20,URS20_H1.zip,523080516,81b5bb99b0b3b361ccc4afbfb931eb79,application/zip,False,s3://dataverse:1936975137f-c164a80f05dd,https://rdr.kuleuven.be/api/access/datafile/227151,NOT_DOWNLOADED
227404,US/URS20,URS20_H2.zip,967568745,2ad9c5dba7eaf1afd713c13eb6a107a5,application/zip,False,s3://dataverse:193695f7f37-de7c29ea6e2b,https://rdr.kuleuven.be/api/access/datafile/227404,NOT_DOWNLOADED
227085,US/URS20,URS20_H3.zip,1016141558,4136e184c117917fec4ca62d6bb9d5f6,application/zip,False,s3://dataverse:19369886b9f-4432ec0a68a7,https://rdr.kuleuven.be/api/access/datafile/227085,NOT_DOWNLOADED
226896,US/URS20,URS20_R1.zip,1250116502,bafca49fa3a30454cfa6ed18832df776,application/zip,False,s3://dataverse:193697c710f-db56609fea3a,https://rdr.kuleuven.be/api/access/datafile/226896,NOT_DOWNLOADED
227319,US/URS20,URS20_R2.zip,1222584436,db45b1f18fd2b875e8d1186b9f615248,application/zip,False,s3://dataverse:19369b1e672-9e08bf9ae663,https://rdr.kuleuven.be/api/access/datafile/227319,NOT_DOWNLOADED
226737,CT/URS20,URS20stl.zip,15838010,bed2b1b959f965b95999f5a19eed7464,application/zip,False,s3://dataverse:1936944dbe9-657b3b369fc7,https://rdr.kuleuven.be/api/access/datafile/226737,NOT_DOWNLOADED
226786,CT/URS21,URS21_CT_raw.zip,412980287,d01f9ed7cf0480b75fb9938fe83bf06a,application/zip,False,s3://dataverse:19369416039-3d595eef2385,https://rdr.kuleuven.be/api/access/datafile/226786,NOT_DOWNLOADED
227295,US/URS21,URS21_D1.zip,1467988978,978ceda61c69e8e6a1a3ecb637f72183,application/zip,False,s3://dataverse:19369c535c8-c2f4e67316fd,https://rdr.kuleuven.be/api/access/datafile/227295,NOT_DOWNLOADED
